age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
18,73.14,81.26,80,74,86,86,50,67,95,81,2,3,4,4,5,7,7,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,83.01,74.3,77,77,39,92,81,55,66,91,1,2,10,3,1,1,4,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
20,80.56,60.35,45,36,51,53,79,86,77,66,1,4,6,3,3,2,1,4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
20,71.95,83.18,61,57,73,59,79,42,81,73,7,4,1,5,4,7,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
21,77.84,78.13,53,76,58,61,100,56,53,69,2,10,5,2,3,4,2,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,78.12,56.73,87,95,62,70,63,71,93,100,8,1,2,4,3,3,7,7,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,81.12,84.84,91,100,52,73,51,78,97,78,7,8,2,8,2,7,1,5,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
19,76.3,73.58,98,100,57,71,53,51,64,84,7,3,9,3,3,2,2,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,80.19,77.06,53,46,54,57,38,64,63,79,5,1,3,4,4,3,3,2,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
21,95.71,77.85,91,100,58,74,77,72,66,81,4,1,8,2,6,6,1,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,84.33,71.52,100,100,94,100,45,80,84,63,1,3,10,2,4,1,3,6,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,97.96,86.65,99,73,50,70,77,76,62,95,6,3,10,5,5,1,2,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
21,86.48,91.02,87,58,52,53,43,78,49,80,4,1,10,6,1,3,1,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,73.62,69.86,69,93,88,78,86,63,86,79,10,5,7,7,2,4,2,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,86.0,98.24,100,95,81,100,73,64,66,83,4,8,10,4,4,4,2,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
21,90.27,82.23,72,65,42,49,64,42,47,93,6,4,8,3,2,3,0,8,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
19,90.24,88.86,68,68,64,77,81,80,98,98,9,4,6,5,5,5,2,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,90.65,80.98,67,50,97,67,98,65,50,61,2,10,2,1,6,5,2,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,79.53,75.51,51,63,68,60,75,35,52,76,5,10,1,2,1,3,2,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,84.0,65.73,90,62,64,78,49,44,54,91,4,2,8,1,3,1,2,6,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
20,80.65,89.77,86,93,77,83,71,58,98,76,1,1,10,4,4,5,2,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
21,80.97,85.26,99,83,81,83,85,66,88,70,3,4,8,4,5,3,1,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
18,74.46,81.9,87,100,47,86,79,74,69,81,9,6,4,2,5,1,0,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,86.03,86.75,66,54,58,63,80,55,86,55,5,9,1,1,2,2,3,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,78.81,83.36,79,76,78,93,62,65,82,84,10,2,1,2,1,6,2,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,73.83,99.0,63,90,48,93,45,53,62,71,7,6,5,1,1,1,2,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
17,72.3,68.05,67,100,78,100,83,35,67,90,10,6,4,2,5,4,2,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,79.35,62.9,56,84,77,90,45,56,62,97,10,1,5,8,5,7,4,2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,73.59,81.09,72,93,67,81,71,36,77,90,1,5,10,1,1,5,1,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
17,92.49,99.0,74,43,61,58,76,56,76,54,6,9,1,3,3,1,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,69.09,96.3,76,95,92,62,59,35,63,85,1,3,10,8,1,4,3,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
21,75.52,59.43,63,46,95,54,65,75,76,72,1,4,4,2,7,10,3,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,61.57,90.58,79,77,91,93,50,73,66,98,10,1,6,4,4,6,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,70.35,90.65,76,85,60,73,54,30,64,84,6,2,8,3,2,1,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
22,63.1,76.33,64,63,83,70,58,73,55,80,7,5,6,6,1,9,3,6,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,78.25,76.73,84,99,65,87,61,50,75,91,2,1,8,2,1,1,3,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,73.4,87.58,63,63,61,53,77,36,94,73,7,4,2,1,1,4,2,8,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,76.06,91.12,74,65,48,86,45,35,62,71,10,3,1,3,3,3,2,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
19,60.05,77.38,90,100,55,73,48,47,63,95,10,2,3,2,4,2,1,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,79.56,69.65,86,91,92,88,67,63,63,73,4,5,1,4,4,10,4,5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
17,82.39,82.84,77,43,82,58,46,44,80,77,3,4,3,1,7,6,6,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
20,79.02,88.38,56,66,90,81,59,39,94,100,1,4,4,4,10,4,0,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
17,82.77,84.31,90,93,54,76,49,67,79,96,10,3,6,6,3,5,3,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
17,72.22,72.6,51,64,95,72,86,70,49,76,4,1,4,4,1,5,2,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
19,79.64,71.49,73,98,63,95,42,35,81,85,7,7,5,1,2,4,2,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,84.54,85.99,98,99,86,86,40,73,65,76,5,5,6,1,5,7,3,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
19,69.52,69.18,72,97,49,71,48,64,50,72,9,2,6,5,5,2,0,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,74.93,82.18,58,94,77,56,80,40,85,70,7,5,1,4,5,3,4,5,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
20,95.7,76.89,95,57,94,87,63,45,65,76,2,3,10,3,5,2,1,2,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
21,89.39,62.49,78,42,88,74,39,68,62,78,1,5,10,2,5,1,3,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
20,77.4,74.97,99,82,88,82,45,73,100,75,1,4,2,2,10,1,3,5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
21,91.08,60.67,73,78,46,93,53,39,100,76,9,3,4,3,7,4,1,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,81.55,88.49,98,76,68,100,62,36,69,73,4,3,10,3,4,6,1,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,82.75,96.29,95,100,69,86,43,69,61,86,4,6,10,6,5,2,2,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,67.5,80.23,81,89,56,64,64,76,47,84,9,3,5,2,4,1,0,7,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
20,79.18,89.86,69,81,87,83,55,34,71,73,10,2,4,1,2,2,1,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
19,83.06,73.16,62,68,76,98,83,36,90,99,3,2,8,5,1,5,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,62.11,67.78,79,71,91,72,54,30,68,82,1,1,3,5,7,5,3,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
21,70.58,89.47,85,69,54,77,70,80,69,92,2,5,1,5,4,8,2,5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
19,87.13,70.65,57,67,74,100,79,38,95,100,4,2,9,6,2,5,0,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
21,71.53,60.08,100,97,71,85,42,67,61,89,10,4,5,4,6,3,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,86.79,82.93,72,73,93,62,49,100,87,54,2,2,8,10,6,3,3,4,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
20,65.02,91.6,71,67,88,94,46,35,93,91,2,5,2,4,10,4,3,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
19,82.85,73.78,56,67,76,64,81,64,82,75,2,2,10,3,5,3,1,7,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
18,65.79,53.29,88,78,97,88,83,59,97,75,3,1,10,6,1,1,1,6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
22,88.23,85.43,97,93,63,86,52,78,59,84,7,6,1,5,3,1,4,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
20,80.98,80.37,86,74,48,86,61,35,100,98,9,5,3,2,3,4,3,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
17,66.57,88.89,99,100,87,92,38,69,85,73,2,4,1,3,4,10,3,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
23,80.58,91.71,72,79,95,92,84,63,71,85,10,5,7,1,4,3,4,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,86.91,69.67,84,80,48,73,65,55,79,76,2,2,7,1,4,4,2,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
22,72.74,83.82,68,100,78,78,70,35,64,93,7,3,3,1,7,3,2,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
23,83.88,74.25,73,82,64,100,35,35,94,86,4,6,1,1,1,9,1,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,83.34,67.07,94,76,88,73,55,61,77,72,8,2,1,1,5,3,1,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,80.6,82.86,73,77,64,65,45,35,63,81,8,2,6,5,3,2,5,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,81.39,90.48,85,73,48,91,35,72,89,95,6,1,10,5,1,2,2,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,82.18,82.19,100,99,80,96,60,50,61,100,10,2,1,3,1,3,1,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
23,74.77,55.0,81,42,92,55,39,59,52,79,4,2,8,2,4,4,2,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
17,62.71,73.3,88,88,74,76,58,54,55,90,6,1,6,2,6,4,2,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
21,67.05,96.2,85,83,78,68,76,64,53,93,7,5,1,1,5,5,1,2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
17,90.76,76.94,79,76,45,80,55,58,74,81,5,2,1,6,1,7,1,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,78.39,67.87,86,83,90,100,41,33,69,77,9,3,1,5,5,6,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,82.49,84.88,96,77,51,54,85,44,69,80,3,3,10,1,1,7,0,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
19,69.9,75.84,68,40,70,60,77,76,86,86,2,3,2,6,4,3,0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,89.63,83.93,89,84,75,89,47,48,64,85,3,1,4,1,4,10,0,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
24,90.14,87.05,89,39,84,62,76,55,71,100,5,5,10,1,3,1,0,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
